OrderNumber,InventoryStatus,PaymentStatus,Vendor,ContactName,Phone,VendorAddress1,VendorAddress2,VendorCity,VendorState,VendorCountry,VendorPostalCode,VendorAddressRemarks,ShipToCompanyName,ShipToAddress1,ShipToAddress2,ShipToCity,ShipToState,ShipToCountry,ShipToPostalCode,ShipToAddressRemarks,CurrencyCode,ExchangeRate,NonVendorCost,OrderDate,OrderRemarks,Freight,DueDate,DatePaid,AmountPaid,RequestedShipDate,VendorOrderNumber,Location,PaymentTerms,PaymentMethod,TaxingScheme,Tax1Rate,Tax2Rate,CalculateTax2OnTax1,Tax1Name,Tax2Name,Tax1OnShipping,Tax2OnShipping,ItemName,ItemDescription,ItemQuantity,ItemQuantityUoM,ItemUnitPrice,ItemDiscount,VendorItemCode,ItemSubtotal,ItemSerials,SpecialTaxRate,IsCancelled
PO-000271,Fulfilled,Partial,"Autobio Diagnostics Co., Ltd",Leo Yang,+86-13526828037,"No. 87 Jingbei Yi Road, ",National Eco & TeC Development Area.,Zhengzhou,,China,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,11/8/2018 3:12:50 PM,"TERMS:

PAYMENT:100% PREPAMENT

DELIVERY: WITHIN 14 DAYS OF PAYMENT CONFIRMATION

TERMS OF DELIVERY: C&F LAGOS AIRPORT.





VIVIAN OPARA

SUPPLY CHAIN MANAGER.",1075,12/11/2018 11:48:36 AM,11/20/2018 2:49:51 PM,3058,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,AUTOBIO HCG KIT(96 TESTS),"HCG KIT(96 TESTS), E0106-2        ",2,,25,0 %,E0106-2        ,50,,Taxable,False
PO-000271,Fulfilled,Partial,"Autobio Diagnostics Co., Ltd",Leo Yang,+86-13526828037,"No. 87 Jingbei Yi Road, ",National Eco & TeC Development Area.,Zhengzhou,,China,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,11/8/2018 3:12:50 PM,"TERMS:

PAYMENT:100% PREPAMENT

DELIVERY: WITHIN 14 DAYS OF PAYMENT CONFIRMATION

TERMS OF DELIVERY: C&F LAGOS AIRPORT.





VIVIAN OPARA

SUPPLY CHAIN MANAGER.",1075,12/11/2018 11:48:36 AM,11/20/2018 2:49:51 PM,3058,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,AUTOBIO TSH,TSH KIT (96 TESTS) ,5,,23,0 %,E1003,115,,Taxable,False
PO-000271,Fulfilled,Partial,"Autobio Diagnostics Co., Ltd",Leo Yang,+86-13526828037,"No. 87 Jingbei Yi Road, ",National Eco & TeC Development Area.,Zhengzhou,,China,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,11/8/2018 3:12:50 PM,"TERMS:

PAYMENT:100% PREPAMENT

DELIVERY: WITHIN 14 DAYS OF PAYMENT CONFIRMATION

TERMS OF DELIVERY: C&F LAGOS AIRPORT.





VIVIAN OPARA

SUPPLY CHAIN MANAGER.",1075,12/11/2018 11:48:36 AM,11/20/2018 2:49:51 PM,3058,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,AUTOBIO FREE T3,FREE T3 (96 TESTS),10,,28,0 %,E1004,280,,Taxable,False
PO-000271,Fulfilled,Partial,"Autobio Diagnostics Co., Ltd",Leo Yang,+86-13526828037,"No. 87 Jingbei Yi Road, ",National Eco & TeC Development Area.,Zhengzhou,,China,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,11/8/2018 3:12:50 PM,"TERMS:

PAYMENT:100% PREPAMENT

DELIVERY: WITHIN 14 DAYS OF PAYMENT CONFIRMATION

TERMS OF DELIVERY: C&F LAGOS AIRPORT.





VIVIAN OPARA

SUPPLY CHAIN MANAGER.",1075,12/11/2018 11:48:36 AM,11/20/2018 2:49:51 PM,3058,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,AUTOBIO FREE T4,FREE T4 (96 TESTS),10,,28,0 %,E1005,280,,Taxable,False
PO-000272,Started,Unpaid,SIGHT DIAGNOSTICS LTD,Itamar Ayali,972525412773,Derech Menachem Begin 48,,Tel Aviv,,Israel,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,11/12/2018 1:38:32 PM,"TERMS:

Payment: Net 30 days.

Delivery: within 7 days of receipt of invoice

Terms of delivery: CIP Lagos airport via UPS.





Vivian Opara
Supply Chain Manager

",,1/25/2019 11:53:22 AM,,0,,,,NET0,,No Tax,0,0,False,,,False,True,PARA SIGHT REAGENTS,Parasight reagent kit(1pk/500 test),100,packs,500,0 %,RK-01,50000,,Taxable,False
PO-000272,Started,Unpaid,SIGHT DIAGNOSTICS LTD,Itamar Ayali,972525412773,Derech Menachem Begin 48,,Tel Aviv,,Israel,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,11/12/2018 1:38:32 PM,"TERMS:

Payment: Net 30 days.

Delivery: within 7 days of receipt of invoice

Terms of delivery: CIP Lagos airport via UPS.





Vivian Opara
Supply Chain Manager

",,1/25/2019 11:53:22 AM,,0,,,,NET0,,No Tax,0,0,False,,,False,True,ParaSight Digital Cytometry Malaria Diagnostic Platform,ParaSight Digital Cytometry Malaria Diagnostic Platform,5,,6500,0 %,Para Sight,32500,,Taxable,False
PO-000273,Unfulfilled,Unpaid,SEBIA,Guillaume FRANC,+33 1 69 89 80 80,27 rue Léonard de Vinci Parc Technologique Léonard de Vinci,CP 8010 Lisses - 91008 EVRY Cedex,FRANCE,FRANCE,FRANCE,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,11/12/2018 2:17:59 PM,"Terms:

Payment: 100% pre-payment

delivery: within 28 days of payment confirmation.

Terms of delivery: EXW FRANCE

Preferred Forwarde: DWF
DWF Germany- DWF Air Service GmbH, 
Mörfelder Strasse 111, D-65451
Kelsterbach
Phone: +49 (0) 6107-9858-28
Fax: +49 (0) 6107-9858-19
E-Mail: 
e.nowakowska@dwf-airservice.de
 Aldo Infuso a.infuso@dwf-airservice.de
n.debs@dwf-airservice.de
j.bergemann@dwf-airservice.de






Vivian Opara

Supply Chain Manager.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,"MINICAP HEMOGLOBIN(E), PC ",MINICAP HEMOGLOBIN(E),1,packs,197.4,0 %,2207,197.4,,Taxable,False
PO-000273,Unfulfilled,Unpaid,SEBIA,Guillaume FRANC,+33 1 69 89 80 80,27 rue Léonard de Vinci Parc Technologique Léonard de Vinci,CP 8010 Lisses - 91008 EVRY Cedex,FRANCE,FRANCE,FRANCE,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,11/12/2018 2:17:59 PM,"Terms:

Payment: 100% pre-payment

delivery: within 28 days of payment confirmation.

Terms of delivery: EXW FRANCE

Preferred Forwarde: DWF
DWF Germany- DWF Air Service GmbH, 
Mörfelder Strasse 111, D-65451
Kelsterbach
Phone: +49 (0) 6107-9858-28
Fax: +49 (0) 6107-9858-19
E-Mail: 
e.nowakowska@dwf-airservice.de
 Aldo Infuso a.infuso@dwf-airservice.de
n.debs@dwf-airservice.de
j.bergemann@dwf-airservice.de






Vivian Opara

Supply Chain Manager.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,"MINICAP PROTEIN 6,   ",MINICAP PROTEIN 6,1,packs,171.6,0 %,2203,171.6,,Taxable,False
PO-000273,Unfulfilled,Unpaid,SEBIA,Guillaume FRANC,+33 1 69 89 80 80,27 rue Léonard de Vinci Parc Technologique Léonard de Vinci,CP 8010 Lisses - 91008 EVRY Cedex,FRANCE,FRANCE,FRANCE,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,11/12/2018 2:17:59 PM,"Terms:

Payment: 100% pre-payment

delivery: within 28 days of payment confirmation.

Terms of delivery: EXW FRANCE

Preferred Forwarde: DWF
DWF Germany- DWF Air Service GmbH, 
Mörfelder Strasse 111, D-65451
Kelsterbach
Phone: +49 (0) 6107-9858-28
Fax: +49 (0) 6107-9858-19
E-Mail: 
e.nowakowska@dwf-airservice.de
 Aldo Infuso a.infuso@dwf-airservice.de
n.debs@dwf-airservice.de
j.bergemann@dwf-airservice.de






Vivian Opara

Supply Chain Manager.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,"CONTROL SERUM, NORMAL ",NORMAL 5x1ml,1,,39,0 %,4785,39,,Taxable,False
PO-000273,Unfulfilled,Unpaid,SEBIA,Guillaume FRANC,+33 1 69 89 80 80,27 rue Léonard de Vinci Parc Technologique Léonard de Vinci,CP 8010 Lisses - 91008 EVRY Cedex,FRANCE,FRANCE,FRANCE,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,11/12/2018 2:17:59 PM,"Terms:

Payment: 100% pre-payment

delivery: within 28 days of payment confirmation.

Terms of delivery: EXW FRANCE

Preferred Forwarde: DWF
DWF Germany- DWF Air Service GmbH, 
Mörfelder Strasse 111, D-65451
Kelsterbach
Phone: +49 (0) 6107-9858-28
Fax: +49 (0) 6107-9858-19
E-Mail: 
e.nowakowska@dwf-airservice.de
 Aldo Infuso a.infuso@dwf-airservice.de
n.debs@dwf-airservice.de
j.bergemann@dwf-airservice.de






Vivian Opara

Supply Chain Manager.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,"HBA2 CONTROL NORMAL, PK  ",HB A2 CONTROL NORMAL(1ML),1,packs,307.2,0 %,4778,307.2,,Taxable,False
PO-000273,Unfulfilled,Unpaid,SEBIA,Guillaume FRANC,+33 1 69 89 80 80,27 rue Léonard de Vinci Parc Technologique Léonard de Vinci,CP 8010 Lisses - 91008 EVRY Cedex,FRANCE,FRANCE,FRANCE,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,11/12/2018 2:17:59 PM,"Terms:

Payment: 100% pre-payment

delivery: within 28 days of payment confirmation.

Terms of delivery: EXW FRANCE

Preferred Forwarde: DWF
DWF Germany- DWF Air Service GmbH, 
Mörfelder Strasse 111, D-65451
Kelsterbach
Phone: +49 (0) 6107-9858-28
Fax: +49 (0) 6107-9858-19
E-Mail: 
e.nowakowska@dwf-airservice.de
 Aldo Infuso a.infuso@dwf-airservice.de
n.debs@dwf-airservice.de
j.bergemann@dwf-airservice.de






Vivian Opara

Supply Chain Manager.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,SEBIA MINICAP FLEX PIERCING,"MINICAP FLEX PIERCING(REFURBISHED) B121, ",5,,6000,0 %,B121,30000,,Taxable,False
PO-000273,Unfulfilled,Unpaid,SEBIA,Guillaume FRANC,+33 1 69 89 80 80,27 rue Léonard de Vinci Parc Technologique Léonard de Vinci,CP 8010 Lisses - 91008 EVRY Cedex,FRANCE,FRANCE,FRANCE,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,11/12/2018 2:17:59 PM,"Terms:

Payment: 100% pre-payment

delivery: within 28 days of payment confirmation.

Terms of delivery: EXW FRANCE

Preferred Forwarde: DWF
DWF Germany- DWF Air Service GmbH, 
Mörfelder Strasse 111, D-65451
Kelsterbach
Phone: +49 (0) 6107-9858-28
Fax: +49 (0) 6107-9858-19
E-Mail: 
e.nowakowska@dwf-airservice.de
 Aldo Infuso a.infuso@dwf-airservice.de
n.debs@dwf-airservice.de
j.bergemann@dwf-airservice.de






Vivian Opara

Supply Chain Manager.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,HYDRAGEL 7 ISO-LDH,,1,,208,0 %,,208,,Taxable,False
PO-000274,Unfulfilled,Unpaid,DWF AIR SERVICE,Janine Lobig,+49 (0) 6107-985835,Morfelder Strasse 111,D-65451 Kelsterbach,,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,11/13/2018 1:59:40 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,invoice number 188928,invoice number 188928 dated: 10/11/2018,1,,3807.55,0 %,188928,3807.55,,Taxable,False
PO-000274,Unfulfilled,Unpaid,DWF AIR SERVICE,Janine Lobig,+49 (0) 6107-985835,Morfelder Strasse 111,D-65451 Kelsterbach,,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,11/13/2018 1:59:40 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,invoice number  189659,invoice number 189659 dated: 23/11/2018,1,,987.05,0 %,189659,987.05,,Taxable,False
