"OrderNumber","InventoryStatus","PaymentStatus","Vendor","ContactName","Phone","VendorAddress1","VendorAddress2","VendorCity","VendorState","VendorCountry","VendorPostalCode","VendorAddressRemarks","ShipToCompanyName","ShipToAddress1","ShipToAddress2","ShipToCity","ShipToState","ShipToCountry","ShipToPostalCode","ShipToAddressRemarks","CurrencyCode","ExchangeRate","NonVendorCost","OrderDate","OrderRemarks","Freight","DueDate","DatePaid","AmountPaid","RequestedShipDate","VendorOrderNumber","Location","PaymentTerms","PaymentMethod","TaxingScheme","Tax1Rate","Tax2Rate","CalculateTax2OnTax1","Tax1Name","Tax2Name","Tax1OnShipping","Tax2OnShipping","ItemName","ItemDescription","ItemQuantity","ItemQuantityUoM","ItemUnitPrice","ItemDiscount","VendorItemCode","ItemSubtotal","ItemSerials","SpecialTaxRate","IsCancelled"
"PO-000133","Started","Unpaid","Elitech Distribution (Reagents)","Odile Chandavoine","+33 2 33 81 21 10","Zone Industrill,61500","SEES- France","","","France","","","DCL Laboratory Products Ltd","DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki","Abuja","","Nigeria","PMB 690","","EUR","0.0019000000","","2/7/2018 12:00:00 AM","TERMS:

PAYMENT: 100% PAYMENT.

DELIVERY: WITHIN 28DAYS OF ORDER CONFIRMATIOM.

MODE OF SHIPMENT: AIR FREIGHT.

PORT OF DESTINATION: LAGOS AIRPORT.




VIVIAN OPARA.
SUPPLY CHAIN DEPT.","","","","0.00000","","","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja","","","No Tax","0.00000","0.00000","False","","","True","True","ALT/GPT, 8X25 ML ","ALT/GPT, ALSL 0250,8x25 ml","65.0000","","23.74000","0 %","ALSL-0250","1543.10000","","Taxable","False"
"PO-000026","Fulfilled","Unpaid","Elitech Distribution (Reagents)","Odile Chandavoine","+33 2 33 81 21 10","Zone Industrill,61500","SEES- France","","","France","","","DCL Laboratory Products Ltd","DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki","Abuja","","Nigeria","PMB 690","","EUR","0.0019000000","","6/19/2017 2:23:24 PM","Preferred maunfacturer: Elitech Group
Preferred Currency: EURO
Country of maunfacture: EU
Payment plan: 100%payment within 30 days of invoice
Preferred delivery plan: 
Preferred port: Lagos Airport
Perferred forwarder: Elitech forwarder.



Vivian Opara
Supply Chain Manager
","","","","0.00000","","","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja","","","No Tax","0.00000","0.00000","False","","","True","True","ALT/GPT, 8X25 ML ","ALT/GPT, ALSL 0250,8x25 ml","150.0000","","23.14000","0 %","ALSL-0250","3471.00000","","Taxable","False"
"PO-000017","Fulfilled","Unpaid","Elitech Distribution (Reagents)","Odile Chandavoine","+33 2 33 81 21 10","Zone Industrill,61500","SEES- France","","","France","","","DCL Laboratory Products Ltd","DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki","Abuja","","Nigeria","PMB 690","","EUR","0.0019000000","","5/16/2017 1:19:47 PM","TERMS:
Preferred Maunfacturer: Elitechgroup
Country of  maunfacturer: EU.  Preferred Currency: Euro
Payment Plan: 100% payment with 30 days of invoice
Perferred Delivery plan: Within 10 days of order.  
Perferred Forwarder: Elitech forwarder
INCOTERMS: FOB

Order made by



Opara Vivian
Head Operations/store
DCL Laboratory Products.
","","6/18/2017 12:00:00 AM","2/23/2018 4:02:58 PM","0.00000","6/16/2017 12:00:00 AM","","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja","","","No Tax","0.00000","0.00000","False","","","True","True","ALT/GPT, 8X25 ML ","ALT/GPT, ALSL 0250,8x25 ml","20.0000","","23.14000","0 %","ALSL 0250","462.80000","","Taxable","False"
"PO-000017","Fulfilled","Unpaid","Elitech Distribution (Reagents)","Odile Chandavoine","+33 2 33 81 21 10","Zone Industrill,61500","SEES- France","","","France","","","DCL Laboratory Products Ltd","DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki","Abuja","","Nigeria","PMB 690","","EUR","0.0019000000","","5/16/2017 1:19:47 PM","TERMS:
Preferred Maunfacturer: Elitechgroup
Country of  maunfacturer: EU.  Preferred Currency: Euro
Payment Plan: 100% payment with 30 days of invoice
Perferred Delivery plan: Within 10 days of order.  
Perferred Forwarder: Elitech forwarder
INCOTERMS: FOB

Order made by



Opara Vivian
Head Operations/store
DCL Laboratory Products.
","","6/18/2017 12:00:00 AM","2/23/2018 4:02:58 PM","0.00000","6/16/2017 12:00:00 AM","","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja","","","No Tax","0.00000","0.00000","False","","","True","True","HDL CHOLESTEROL, 3X10 ML ","HDL Cholesterol, HDLC-0060, 3x10 ml","15.0000","","9.70000","0 %","HDLC-0060","145.50000","","Taxable","False"
"PO-201704005","Fulfilled","Unpaid","Elitech Distribution (Reagents)","Odile Chandavoine","+33 2 33 81 21 10","Zone Industrill,61500 SEES- France","","","","France","","","DCL Laboratory Products Ltd","DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki","Abuja","FCT","Nigeria","","","NGN","1.0000000000","","4/5/2017 12:00:00 AM","TERMS:
Preferred Maunfacturer: Elitechgroup
Country of  maunfacturer: EU.  Preferred Currency: Euro
Payment Plan: 100% payment with 30 days of invoice
Perferred Delivery plan: Within 10 days of order.  
Perferred Forwarder: Elitech forwarder


Order made by



Opara Vivian
Head Supply chain
DCL Laboratory Products.
","","","","0.00000","5/18/2017 12:00:00 AM","","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja","","","No Tax","0.00000","0.00000","False","","","True","True","HDL CHOLESTEROL, 3X10 ML ","HDL Cholesterol, HDLC-0060, 3x10 ml","20.0000","","12.97000","0 %","HDLC-0060","259.40000","","Taxable","False"
"PO-000133","Started","Unpaid","Elitech Distribution (Reagents)","Odile Chandavoine","+33 2 33 81 21 10","Zone Industrill,61500","SEES- France","","","France","","","DCL Laboratory Products Ltd","DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki","Abuja","","Nigeria","PMB 690","","EUR","0.0019000000","","2/7/2018 12:00:00 AM","TERMS:

PAYMENT: 100% PAYMENT.

DELIVERY: WITHIN 28DAYS OF ORDER CONFIRMATIOM.

MODE OF SHIPMENT: AIR FREIGHT.

PORT OF DESTINATION: LAGOS AIRPORT.




VIVIAN OPARA.
SUPPLY CHAIN DEPT.","","","","0.00000","","","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja","","","No Tax","0.00000","0.00000","False","","","True","True","LDH-L-SL, 4X62.5 ML ","LDH-L-SL, LLSL-0420, 4X62.4 ML","65.0000","","15.00000","0 %","LLSL-0420","975.00000","","Taxable","False"
"PO-000133","Started","Unpaid","Elitech Distribution (Reagents)","Odile Chandavoine","+33 2 33 81 21 10","Zone Industrill,61500","SEES- France","","","France","","","DCL Laboratory Products Ltd","DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki","Abuja","","Nigeria","PMB 690","","EUR","0.0019000000","","2/7/2018 12:00:00 AM","TERMS:

PAYMENT: 100% PAYMENT.

DELIVERY: WITHIN 28DAYS OF ORDER CONFIRMATIOM.

MODE OF SHIPMENT: AIR FREIGHT.

PORT OF DESTINATION: LAGOS AIRPORT.




VIVIAN OPARA.
SUPPLY CHAIN DEPT.","","","","0.00000","","","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja","","","No Tax","0.00000","0.00000","False","","","True","True","AST/GOT 4+1 SL, 8X25 ML ","AST/GOT, ASSL 0250, 8X25 ML","65.0000","","23.14000","0 %","ASSL-0250","1504.10000","","Taxable","False"
"PO-000085","Fulfilled","Unpaid","Elitech Distribution (Reagents)","Odile Chandavoine","+33 2 33 81 21 10","Zone Industrill,61500","SEES- France","","FRANCE","France","","","DCL Laboratory Products Ltd","DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki","Abuja","","Nigeria","PMB 690","","EUR","0.0019000000","","11/17/2017 11:21:33 AM","TERMS:

PAYMENT: WITHN 90DAYS OF RECEIPT OF INVOICE.

DELIVERY: 30 WITHIN 30 DAYS OF RECEIPT OF PO.

C&F: LAGOS AIRPORT.





VIVIAN OPARA
SUPPLY CHAIN DEPT.","","","","0.00000","","","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja","","","No Tax","0.00000","0.00000","False","","","True","True","AST/GOT 4+1 SL, 8X25 ML ","AST/GOT, ASSL 0250, 8X25 ML","30.0000","","23.14000","0 %","ASSL-0250","694.20000","","Taxable","False"
"PO-000017","Fulfilled","Unpaid","Elitech Distribution (Reagents)","Odile Chandavoine","+33 2 33 81 21 10","Zone Industrill,61500","SEES- France","","","France","","","DCL Laboratory Products Ltd","DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki","Abuja","","Nigeria","PMB 690","","EUR","0.0019000000","","5/16/2017 1:19:47 PM","TERMS:
Preferred Maunfacturer: Elitechgroup
Country of  maunfacturer: EU.  Preferred Currency: Euro
Payment Plan: 100% payment with 30 days of invoice
Perferred Delivery plan: Within 10 days of order.  
Perferred Forwarder: Elitech forwarder
INCOTERMS: FOB

Order made by



Opara Vivian
Head Operations/store
DCL Laboratory Products.
","","6/18/2017 12:00:00 AM","2/23/2018 4:02:58 PM","0.00000","6/16/2017 12:00:00 AM","","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja","","","No Tax","0.00000","0.00000","False","","","True","True","AST/GOT 4+1 SL, 8X25 ML ","AST/GOT, ASSL 0250, 8X25 ML","15.0000","","23.14000","0 %","ASSL-0250","347.10000","","Taxable","False"
"PO-000026","Fulfilled","Unpaid","Elitech Distribution (Reagents)","Odile Chandavoine","+33 2 33 81 21 10","Zone Industrill,61500","SEES- France","","","France","","","DCL Laboratory Products Ltd","DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki","Abuja","","Nigeria","PMB 690","","EUR","0.0019000000","","6/19/2017 2:23:24 PM","Preferred maunfacturer: Elitech Group
Preferred Currency: EURO
Country of maunfacture: EU
Payment plan: 100%payment within 30 days of invoice
Preferred delivery plan: 
Preferred port: Lagos Airport
Perferred forwarder: Elitech forwarder.



Vivian Opara
Supply Chain Manager
","","","","0.00000","","","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja","","","No Tax","0.00000","0.00000","False","","","True","True","AST/GOT 4+1 SL, 8X25 ML ","AST/GOT, ASSL 0250, 8X25 ML","175.0000","","23.14000","0 %","ASSL-0250","4049.50000","","Taxable","False"
"PO-000309","Unfulfilled","Unpaid","Elitech Distribution (Reagents)","Odile Chandavoine","+33 2 33 81 21 10","Zone Industrill,61500","SEES- France","","","France","","","DCL Laboratory Products Ltd","DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki","Abuja","","Nigeria","PMB 690","","EUR","0.0019000000","","1/11/2019 3:39:39 PM","Terms: 

payment:  net 30 days.

delivery: within 28 days of order confirmation.

terms of delivery: CIP Lagos airport.

Shelf life: up to 95% shelf life







Vivia Opara.

suply chain manager.

","","","","0.00000","","","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja","","","No Tax","0.00000","0.00000","False","","","False","True","AST/GOT 4+1 SL, 8X25 ML ","AST/GOT, ASSL 0250, 8X25 ML","15.0000","","23.14000","0 %","ASSL-0250","347.10000","","Taxable","False"
"PO-000290","Fulfilled","Unpaid","Elitech Distribution (Reagents)","Odile Chandavoine","+33 2 33 81 21 10","Zone Industrill,61500","SEES- France","","","France","","","DCL Laboratory Products Ltd","DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki","Abuja","","Nigeria","PMB 690","","EUR","0.0019000000","","12/6/2018 1:32:14 PM","TERMS:

PAYMENT: NET 30 DAYS

DELIVERY PERIOD: WITHIN 28 DAYS OF ORDER CONFIRMATION.

TERMS OF DELIVERY: CIP LAGOS AIR PORT.





VIVIAN OPARA.
SUPPLY CHAIN MANAGER","","","","0.00000","","","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja","","","No Tax","0.00000","0.00000","False","","","False","True","AST/GOT  4X55 ML ","ASSL 0455","20.0000","","13.93000","0 %"," ASSL 0455","278.60000","","Taxable","False"
"PO-000228","Fulfilled","Unpaid","Elitech Distribution (Reagents)","Odile Chandavoine","+33 2 33 81 21 10","Zone Industrill,61500","SEES- France","","","France","","","DCL Laboratory Products Ltd","DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki","Abuja","","Nigeria","PMB 690","","EUR","0.0019000000","","8/29/2018 3:21:23 PM","TERMS:

PAYMENT: FOC ORDER

DELIVERY: WILL BE SCHEDULED WHEN NEEDED.

SHIPMENT: WILL BE SCHEDULED WHEN NEEDED.




VIVIAN OPARA.
SUPPLY CHAIN MANAGER.","","","","0.00000","","","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja","","","No Tax","0.00000","0.00000","False","","","False","True","AST/GOT  4X55 ML ","ASSL 0455","10.0000","","13.93000","0 %"," ASSL 0455","139.30000","","Taxable","False"
"PO-000198","Fulfilled","Unpaid","Elitech Distribution (Reagents)","Odile Chandavoine","+33 2 33 81 21 10","Zone Industrill,61500","SEES- France","","","France","","","DCL Laboratory Products Ltd","DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki","Abuja","","Nigeria","PMB 690","","EUR","0.0019000000","","7/20/2018 11:28:11 AM","TERMS:

PAYMENT: NET 45 DAYS

DELIVERY: WITHIN 28 DAYS OF ORDER CONFIRMATION.

PORT OF DESTINATION: CIP,LAGOS AIRPORT.






VIVIAN OPARA
SUPPLY CHAIN DEPT.","","","","0.00000","","","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja","","","No Tax","0.00000","0.00000","False","","","False","True","AST/GOT  4X55 ML ","ASSL 0455","10.0000","","13.93000","0 %"," ASSL 0455","139.30000","","Taxable","False"
"PO-000032","Fulfilled","Unpaid","Elitech Distribution (Reagents)","Odile Chandavoine","+33 2 33 81 21 10","Zone Industrill,61500","SEES- France","","","France","","","DCL Laboratory Products Ltd","DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki","Abuja","","Nigeria","PMB 690","","EUR","0.0019000000","","7/7/2017 8:41:02 AM","Terms:
Preferred maunfacturer: Elitech Group
Preferred Currency: EURO
Country of maunfacture: EU
Payment plan: 100%payment within 30 days of invoice
Preferred delivery plan: within 15 days of order
Preferred port: Lagos Airport



Opara Vivian
Head of Supply Chain Dept
","","7/31/2017 12:00:00 AM","","0.00000","7/31/2017 12:00:00 AM","","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja","","","No Tax","0.00000","0.00000","False","","","True","True","AST/GOT  4X55 ML ","AST/GOT, ASSL 0455, 4X55 ML","25.0000","","13.27000","10 %"," ASSL 0455","298.58000","","Taxable","False"
"PO-000017","Fulfilled","Unpaid","Elitech Distribution (Reagents)","Odile Chandavoine","+33 2 33 81 21 10","Zone Industrill,61500","SEES- France","","","France","","","DCL Laboratory Products Ltd","DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki","Abuja","","Nigeria","PMB 690","","EUR","0.0019000000","","5/16/2017 1:19:47 PM","TERMS:
Preferred Maunfacturer: Elitechgroup
Country of  maunfacturer: EU.  Preferred Currency: Euro
Payment Plan: 100% payment with 30 days of invoice
Perferred Delivery plan: Within 10 days of order.  
Perferred Forwarder: Elitech forwarder
INCOTERMS: FOB

Order made by



Opara Vivian
Head Operations/store
DCL Laboratory Products.
","","6/18/2017 12:00:00 AM","2/23/2018 4:02:58 PM","0.00000","6/16/2017 12:00:00 AM","","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja","","","No Tax","0.00000","0.00000","False","","","True","True","AST/GOT  4X55 ML ","AST/GOT, ASSL 0455, 4X55 ML","20.0000","","13.27000","0 %","ASSL 0455","265.40000","","Taxable","False"
