OrderNumber,InventoryStatus,PaymentStatus,Vendor,ContactName,Phone,VendorAddress1,VendorAddress2,VendorCity,VendorState,VendorCountry,VendorPostalCode,VendorAddressRemarks,ShipToCompanyName,ShipToAddress1,ShipToAddress2,ShipToCity,ShipToState,ShipToCountry,ShipToPostalCode,ShipToAddressRemarks,CurrencyCode,ExchangeRate,NonVendorCost,OrderDate,OrderRemarks,Freight,DueDate,DatePaid,AmountPaid,RequestedShipDate,VendorOrderNumber,Location,PaymentTerms,PaymentMethod,TaxingScheme,Tax1Rate,Tax2Rate,CalculateTax2OnTax1,Tax1Name,Tax2Name,Tax1OnShipping,Tax2OnShipping,ItemName,ItemDescription,ItemQuantity,ItemQuantityUoM,ItemUnitPrice,ItemDiscount,VendorItemCode,ItemSubtotal,ItemSerials,SpecialTaxRate,IsCancelled
PO-000205,Unfulfilled,Partial,NASSTECH ALUMINIUM COMPANY LIMITED,Nasir williams,7035146795,"Chinedu Plaza,Aluminium village","Kaduna Road, Along Lokoja Expressway ",Suleja,Niger,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,7/27/2018 4:45:29 PM,"TERMS:

PAYMENT: INSTALLMENTAL PAYMENTS.
payment already made:

2,000,000 paid on 01/07/18
2,000,000 paid on 12/07/18
2,000,000 paid on 31/07/18
500,000 paid on 02/08/18
2,000,000 paid on 16/08/18
3,000,000 paid on 18/08/18





VIVIAN OPARA.
",,,8/29/2018 11:32:37 AM,11500000,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,all the aluminum of the small building and gate house plus saw frame,all the aluminum of the small building and gate house plus saw frame,1,,5743810,0 %,,5743810,,Taxable,False
PO-000205,Unfulfilled,Partial,NASSTECH ALUMINIUM COMPANY LIMITED,Nasir williams,7035146795,"Chinedu Plaza,Aluminium village","Kaduna Road, Along Lokoja Expressway ",Suleja,Niger,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,7/27/2018 4:45:29 PM,"TERMS:

PAYMENT: INSTALLMENTAL PAYMENTS.
payment already made:

2,000,000 paid on 01/07/18
2,000,000 paid on 12/07/18
2,000,000 paid on 31/07/18
500,000 paid on 02/08/18
2,000,000 paid on 16/08/18
3,000,000 paid on 18/08/18





VIVIAN OPARA.
",,,8/29/2018 11:32:37 AM,11500000,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,all the alucoboard clandding of the small building gate house,all the alucoboard clandding of the small building gate house,1,,9203320,0 %,,9203320,,Taxable,False
PO-000205,Unfulfilled,Partial,NASSTECH ALUMINIUM COMPANY LIMITED,Nasir williams,7035146795,"Chinedu Plaza,Aluminium village","Kaduna Road, Along Lokoja Expressway ",Suleja,Niger,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,7/27/2018 4:45:29 PM,"TERMS:

PAYMENT: INSTALLMENTAL PAYMENTS.
payment already made:

2,000,000 paid on 01/07/18
2,000,000 paid on 12/07/18
2,000,000 paid on 31/07/18
500,000 paid on 02/08/18
2,000,000 paid on 16/08/18
3,000,000 paid on 18/08/18





VIVIAN OPARA.
",,,8/29/2018 11:32:37 AM,11500000,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,all the aluminium of main building,all the aluminium of main building,1,,36258095,0 %,,36258095,,Taxable,False
PO-000205,Unfulfilled,Partial,NASSTECH ALUMINIUM COMPANY LIMITED,Nasir williams,7035146795,"Chinedu Plaza,Aluminium village","Kaduna Road, Along Lokoja Expressway ",Suleja,Niger,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,7/27/2018 4:45:29 PM,"TERMS:

PAYMENT: INSTALLMENTAL PAYMENTS.
payment already made:

2,000,000 paid on 01/07/18
2,000,000 paid on 12/07/18
2,000,000 paid on 31/07/18
500,000 paid on 02/08/18
2,000,000 paid on 16/08/18
3,000,000 paid on 18/08/18





VIVIAN OPARA.
",,,8/29/2018 11:32:37 AM,11500000,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,all the alucoboard of main building,all the alucoboard of main building,1,,16794775,0 %,,16794775,,Taxable,False
PO-000206,Unfulfilled,Paid,DWF AIR SERVICE,Janine Lobig,+49 (0) 6107-985835,Morfelder Strasse 111,D-65451 Kelsterbach,,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,8/2/2018 3:57:32 PM,,,,10/25/2018 9:18:32 AM,1586.95,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,INVOICE NUMBER 186161,INVOICE NUMBER 186161 DATED: 02/08/2018,1,,1586.95,0 %,186161,1586.95,,Taxable,False
PO-000207,Unfulfilled,Owing,EPPENDORT  AG,KUSHAGRA MOHAN,+49(0)40.538 010,"Barkhausenweg l,22339 Hamburge.",postanschrift 22331.,Hamburg,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,8/3/2018 2:45:26 PM,"TERMS:

PAYMENT: 100% PAYMENT IN ADVANCED.

DELIVERY : WITHIN 14 DAYS OF PAYMENT CONFIMATION.

SHIPMENT: EXW.
PREFERRED FORWARDER:
DWF Germany- DWF Air Service GmbH, 
Mörfelder Strasse 111, D-65451
Kelsterbach
Phone: +49 (0) 6107-9858-28
Fax: +49 (0) 6107-9858-19
E-Mail: Aldo Infuso a.infuso@dwf-airservice.de
n.debs@dwf-airservice.de
j.bergemann@dwf-airservice.de
",,,8/30/2018 11:06:29 AM,118109.98,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,"EPPENDORF CENTRIFUGE 5702,","Eppendorf centrifuge 5702, non re-frigerated, with rotor A-4 38 and adapter for 15/ 50ml conical tubes.",33,,2151,0 %,5702000329,70983,,Taxable,False
PO-000207,Unfulfilled,Owing,EPPENDORT  AG,KUSHAGRA MOHAN,+49(0)40.538 010,"Barkhausenweg l,22339 Hamburge.",postanschrift 22331.,Hamburg,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,8/3/2018 2:45:26 PM,"TERMS:

PAYMENT: 100% PAYMENT IN ADVANCED.

DELIVERY : WITHIN 14 DAYS OF PAYMENT CONFIMATION.

SHIPMENT: EXW.
PREFERRED FORWARDER:
DWF Germany- DWF Air Service GmbH, 
Mörfelder Strasse 111, D-65451
Kelsterbach
Phone: +49 (0) 6107-9858-28
Fax: +49 (0) 6107-9858-19
E-Mail: Aldo Infuso a.infuso@dwf-airservice.de
n.debs@dwf-airservice.de
j.bergemann@dwf-airservice.de
",,,8/30/2018 11:06:29 AM,118109.98,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,"Swing-bucket  rotor  A-4-38, including 4x85/100ml round buckets","Swing-bucket  rotor  A-4-38, including 4x85/100ml round buckets",33,,686.16,0 %,5702720003,22643.28,,Taxable,False
PO-000207,Unfulfilled,Owing,EPPENDORT  AG,KUSHAGRA MOHAN,+49(0)40.538 010,"Barkhausenweg l,22339 Hamburge.",postanschrift 22331.,Hamburg,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,8/3/2018 2:45:26 PM,"TERMS:

PAYMENT: 100% PAYMENT IN ADVANCED.

DELIVERY : WITHIN 14 DAYS OF PAYMENT CONFIMATION.

SHIPMENT: EXW.
PREFERRED FORWARDER:
DWF Germany- DWF Air Service GmbH, 
Mörfelder Strasse 111, D-65451
Kelsterbach
Phone: +49 (0) 6107-9858-28
Fax: +49 (0) 6107-9858-19
E-Mail: Aldo Infuso a.infuso@dwf-airservice.de
n.debs@dwf-airservice.de
j.bergemann@dwf-airservice.de
",,,8/30/2018 11:06:29 AM,118109.98,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,Adapter for 85/100m round buckets,adapter for 85/100m round buckets for inserting 9-15ml standard and blood collection tubes. sets of 2 pcs,132,,115.5,0 %,57027244009,15246,,Taxable,False
PO-000207,Unfulfilled,Owing,EPPENDORT  AG,KUSHAGRA MOHAN,+49(0)40.538 010,"Barkhausenweg l,22339 Hamburge.",postanschrift 22331.,Hamburg,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,8/3/2018 2:45:26 PM,"TERMS:

PAYMENT: 100% PAYMENT IN ADVANCED.

DELIVERY : WITHIN 14 DAYS OF PAYMENT CONFIMATION.

SHIPMENT: EXW.
PREFERRED FORWARDER:
DWF Germany- DWF Air Service GmbH, 
Mörfelder Strasse 111, D-65451
Kelsterbach
Phone: +49 (0) 6107-9858-28
Fax: +49 (0) 6107-9858-19
E-Mail: Aldo Infuso a.infuso@dwf-airservice.de
n.debs@dwf-airservice.de
j.bergemann@dwf-airservice.de
",,,8/30/2018 11:06:29 AM,118109.98,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,Aerosol- tight caps for 85/100ml round buckets. 2pcs,Aerosol-tight caps for 85/100ml round buckets. 2pcs.,132,,41.3,0 %,5702721000,5451.6,,Taxable,False
PO-000207,Unfulfilled,Owing,EPPENDORT  AG,KUSHAGRA MOHAN,+49(0)40.538 010,"Barkhausenweg l,22339 Hamburge.",postanschrift 22331.,Hamburg,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,8/3/2018 2:45:26 PM,"TERMS:

PAYMENT: 100% PAYMENT IN ADVANCED.

DELIVERY : WITHIN 14 DAYS OF PAYMENT CONFIMATION.

SHIPMENT: EXW.
PREFERRED FORWARDER:
DWF Germany- DWF Air Service GmbH, 
Mörfelder Strasse 111, D-65451
Kelsterbach
Phone: +49 (0) 6107-9858-28
Fax: +49 (0) 6107-9858-19
E-Mail: Aldo Infuso a.infuso@dwf-airservice.de
n.debs@dwf-airservice.de
j.bergemann@dwf-airservice.de
",,,8/30/2018 11:06:29 AM,118109.98,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,"eppendorf centrifuge 5424 R, (refrigerated)",eppendorf centrifuge 5424 R(refrigerated) with rotor FA-45-24-11,1,,3786,0 %,5404000014,3786,,Taxable,False
PO-000208,Fulfilled,Paid,Corning Limited l Life Sciences ,Keegan Pereira,+44(0)7740 842 795,"Elwy House, Lakeside Business Village l St David’s Park l Ewloe, Flintshire CH5 3XD.",,,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,8/4/2018 3:38:18 PM,"TERMS:

PAYMENT: 100% PAYMENT IN ADVANCED.

DELIVERY : WITHIN 14 DAYS OF PAYMENT CONFIMATION.

SHIPMENT: EXW.
PREFERRED FORWARDER:
DWF Germany- DWF Air Service GmbH, 
Mörfelder Strasse 111, D-65451
Kelsterbach
Phone: +49 (0) 6107-9858-28
Fax: +49 (0) 6107-9858-19
E-Mail: Aldo Infuso a.infuso@dwf-airservice.de
n.debs@dwf-airservice.de
j.bergemann@dwf-airservice.de
",,,8/30/2018 11:06:48 AM,6787.8,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,Labnet Gyromini Nutating Mixer ,"Make: Labnet Gyromini
Labnet Gyromini Nutating Mixer AC/DC- input 230V AC, 
UK plug


",30,,226.26,0 %,S0500,6787.8,,Taxable,False
PO-000209,Fulfilled,Paid,CAPP,Rahul Lalchandani ,+45 6613 6140 ,,DENMARK,,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,8/4/2018 4:01:12 PM,"TERMS:

PAYMENT: 100% PAYMENT IN ADVANCED.

DELIVERY : WITHIN 14 DAYS OF PAYMENT CONFIMATION.

SHIPMENT: EXW.
PREFERRED FORWARDER:
DWF Germany- DWF Air Service GmbH, 
Mörfelder Strasse 111, D-65451
Kelsterbach
Phone: +49 (0) 6107-9858-28
Fax: +49 (0) 6107-9858-19
E-Mail: Aldo Infuso a.infuso@dwf-airservice.de
n.debs@dwf-airservice.de
j.bergemann@dwf-airservice.de
",,,8/30/2018 11:07:02 AM,3930,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,220V Motorized Cordless Serological pipette Controller 0.1 to100ml,"Make: CAPP  Controller
Model: Pipette Controller
Capacity: 0.1-100ml
",30,,131,0 %,T100-G,3930,,Taxable,False
PO-000210,Started,Paid,THERMOFISHER SCIENTIFIC(life science solutions),Cheval Herve , +33(0)2.28.03.20.86 ,"10, rue Duguay Trouin | 44807 Saint-Herblain cédex",,,,FRANCE,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,8/4/2018 4:17:00 PM,"TERMS:

PAYMENT: 100% PAYMENT IN ADVANCED.

DELIVERY : WITHIN 14 DAYS OF PAYMENT CONFIMATION.

SHIPMENT: EXW.
PREFERRED FORWARDER:
DWF Germany- DWF Air Service GmbH, 
Mörfelder Strasse 111, D-65451
Kelsterbach
Phone: +49 (0) 6107-9858-28
Fax: +49 (0) 6107-9858-19
E-Mail: Aldo Infuso a.infuso@dwf-airservice.de
n.debs@dwf-airservice.de
j.bergemann@dwf-airservice.de
",,,8/30/2018 11:07:14 AM,64664.7,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,"BARNSTEAD, CLASSIC ELECTRIC STILL 240V, A1011B-61","STIL EL 2G 1PH 240V
LINE: POU-STILLS
",15,,3763.9,0 %,A1013-B-61-MAR,56458.5,,Taxable,False
