,,BECKMAN COULTER INC,All Supplier Groups,Company,FRANCE,NGN,,,BECKMAN COULTER INC,,,bcegolden@beckman.com,"22,RUEJUSTE-OLIVE,CASE POSTALE1059",1260 NYON I.SWIIZERLAND.,,,,
,,Beckman Coulter South Africa,All Supplier Groups,Company,FRANCE,USD,www.beckman.com,,Chantal A Dickenson,"+27 (0)11 564 3000
",+27 (0)11 315 5332,mmawela@beckman.com,"Stand 1A Growthpoint Business Park
Tonnetti Street, Halfway House, 1685","P.O. Box 1949, Halfway House, 1685
Johannesburg",,,,
,,BIOBASE Group,All Supplier Groups,Company,FRANCE,USD,www.biobase.cc,,Ray Liu,+86-531-55697994,+86-531-55697994,sales16@biobase.cc,"No.51 South Gongye Road, Jinan,
Shandong, China",,CHINA,,,
,,Biogenex Laboraiories inc.,All Supplier Groups,Company,FRANCE,USD, info@biogenex.com,,Roopa S,917330999626,"1-(510)824-1490,",roopa.s@biogenex.com,49026 Milmont Drive,"Fremont, CA 94538, ",,,,
,,BIOLYTE,All Supplier Groups,Company,FRANCE,NGN,,,,,,,,,,,,
,,BIOMERIEUX,All Supplier Groups,Company,FRANCE,EUR,http://www.biomerieux.com/,,Charles Sokei (area buisness manager),+234 803 564 5164 ,+234 908 744 0239,charles.sokei@ext.biomerieux.com,5 rue des Aqueducs – 69290,,CRAPONNE,,,
,,BIORAPID DIAGNOSTIC NIG LTD,All Supplier Groups,Company,FRANCE,NGN,,,MR IYKE ,8037259813,,,"NO 92 ABUJA-KEFFI EXPRESS WAY,","SHARP CONNER, ",MARARABA,ABUJA,,
,,BIOTA GRUP SAGLIK SISTEMLERI SAN.TIC.LTD.STI.,All Supplier Groups,Company,FRANCE,USD,http://www.biota.com.tr/,,Mehmet KAHRAMAN ,+90 212 248 52 64-65 ,+90 212 291 28 65,mehmet.kahraman@biota.com.tr,Izzetpasa Mah. Vefa Poyraz Cad.,No:5/5 Sisli,Istanbul,,,
,,BOSCH BIOMEDICAL,All Supplier Groups,Company,FRANCE,NGN,,,,,,,,,,,,
,,CAPP,All Supplier Groups,Company,FRANCE,NGN,www.capp.dk ,,Rahul Lalchandani ,+45 6613 6140 ,+45 6613 2770,,,DENMARK,,,,
,,CAPP PIPETTE,All Supplier Groups,Company,FRANCE,NGN,,,,,,,,,,,,
,,Celitron Medical Technologies Kft.,All Supplier Groups,Company,FRANCE,USD,http://www.celitron.com/,,Lajos Nemeth,+36 70 421 3964 ,+36 27 412 611,lajos.nemeth@celitron.com,"Szent László út 36, Vác H-2600,",,,,,
,,CELTIC MOLECULAR DIAGNOSTIC (PT),All Supplier Groups,Company,FRANCE,USD,,,GARETH HUGHES,+27 21 762 7703,,,P.O BOX 13674 ,MOWBRAY .,,,,
,,Cepheid HBDC SAS,All Supplier Groups,Company,FRANCE,USD,,,Frédéric Lemé,0033 563825300,0033 563825301,Contact                           ordershbdc@cepheidhbdc.com ,Vira Solelh 81470 MAURENS-SCOPONT ,,PARIS,,,
,,cephid,All Supplier Groups,Company,FRANCE,NGN,,,,,,,,,,,,
,,COMEN MEDICAL,All Supplier Groups,Company,FRANCE,NGN,,,COMEN MEDICAL,,,,Address Address,COMEN,,,,
,,Convergent Technologies GmbH & Co. KG,All Supplier Groups,Company,FRANCE,NGN,www.convergent-technologies.de,,Markus Slonka,+49 6421 88699 48,+49 6421 88699 58,info@convergent-technologies.de,"
Ringstrasse 14 35091",,Cölbe ,,,
,,Corning Limited l Life Sciences ,All Supplier Groups,Company,FRANCE,NGN,,,Keegan Pereira,+44(0)7740 842 795,,,"Elwy House, Lakeside Business Village l St David’s Park l Ewloe, Flintshire CH5 3XD.",,,,,
,,Creative Supply Solutions Ltd,All Supplier Groups,Company,FRANCE,NGN,nigel@creativesupplysolutions.co.uk,,Daniel UGWONALI ,8037241171,+44 161 425 8443,winnidintlservices@gmail.com,"Earl Mill, Dowry Street, Oldham, Manchester",OL82PF,,,,
,,David Anih Welder,All Supplier Groups,Company,FRANCE,NGN,,,David Anih,8029119410,,,"GUDU MARKET, APO",,Abuja,FCT,,
,,DEA,All Supplier Groups,Company,FRANCE,NGN,,,DEA,,,,Address Address,CHINA,,,,
,,DEUTCH SCAN,All Supplier Groups,Company,FRANCE,NGN,,,DEUTCH SCAN,,,,Address Address,DEITCH,,,,
,,DIAGON LTD.,All Supplier Groups,Company,FRANCE,EUR,www.diagon.com,,Dora Izinger,+36 1 688 1876 /113,(+36 ) 1 369 6301,Kiss Ildikó [ikiss@diagon.com] Izinger Dóra [dizinger@diagon.com],"Hungary
1047 Budapest, Baross Str. 48-52",,,,,
,,DIAPETTE,All Supplier Groups,Company,FRANCE,NGN,,,DIAPETTE,,,,Address Address,GERMANY,,,,
,,Diasource ImmunoAssays® S.A.,All Supplier Groups,Company,FRANCE,EUR,www.diasource.be,,Aziza El-Bouyahyaoui,"+33 6 37 19 84 52, +32 10 84 19 84 52",+32 (0)10 84 99 90,customer.service@diasource.be/aziza.elmahdaoui@diasource.be,Rue du Bosquet 2 - B-1348 Louvain- La-Neuve,,,,,
,,DIASPECT MEDICAL GmbH (EKF),All Supplier Groups,Company,FRANCE,EUR,,,Jennifer Ahrends,4939203511197,,Jennifer.Ahrends@ekf-diagnostic.de,Ebendorfer Chaussee 3 — 39179 ,,BARLEBEN,,,
,,DIESSE DIAGNOSTICS,All Supplier Groups,Company,FRANCE,EUR,http://www.diesse.it/,,KEMAL BOZKURT(EXPORT AREA MANAGER),+ 90532 576 3737,,kemalbozkurt@diesse.it,DIESSE DIAGONOSTICA ,SENESE S.P.A,,,,
,,Digital Thermometer,All Supplier Groups,Company,FRANCE,NGN,,,,,,,,,,,,
,,DRS,All Supplier Groups,Company,FRANCE,NGN,,,DRS,,,,CENTER VEN SPA VIA TOMASEO 77.3513,,PADOVA,,,
,,DWF AIR SERVICE,All Supplier Groups,Company,FRANCE,EUR,www.dwf-airservice.com,,Janine Lobig,+49 (0) 6107-985835,+49 (0) 6107-9858-19,j.loebig@dwf-airservice.de,Morfelder Strasse 111,D-65451 Kelsterbach,,,,
,,EDAN INSTRUMENTS INC,All Supplier Groups,Company,FRANCE,USD,,,MR JACKY,+86.755.26831715,+86.755.26898330,JACKY.ZHOU@EDAN.COM.CN,"3/F-B NANSHAN MEDICAL EQUIPMENTS PARK,1019 NANHI RD SHENZHEN CHINA",,Shenzhen, P.R.China,,
,,ELCON,All Supplier Groups,Company,FRANCE,NGN,,,ELCON,,,,Address Address,ITALLY,,ITALLY,,
,,Elitech Distribution (Reagents),All Supplier Groups,Company,FRANCE,EUR,www.elitechgroup.com,,Odile Chandavoine,+33 2 33 81 21 10,+33 2 33 28 77 51,o.chandavoine@elitechgroup.com,"Zone Industrill,61500",SEES- France,,,,
,,Elitech Group B.V (Instruments/spare parts),All Supplier Groups,Company,FRANCE,EUR,www.elitechgroup.com,,Anneke te Winkel,+31 313 430 577,+31 313 427 807,"a.tewinkel@elitechgroup.com
sales.ecsnl@elitechgroup.com","Van Rensselaerweg4, 6956AV
",Spankeren,,,,
,,EMCELJ GLOBAL SERVICES LIMITED,All Supplier Groups,Company,FRANCE,NGN,,,EMCELJ GLOBAL SERVICES,8030458459,,,SHOP NO 72 CONNER SHOP,DEI-DEI INT'L BUILDING MATERIAL MARKET,Abuja,NIGERIA,,
,,EPPENDORT  AG,All Supplier Groups,Company,FRANCE,EUR,www.eppendorf.com,,KUSHAGRA MOHAN,+49(0)40.538 010,+49(0) 40. 53801556,Mohan.K@eppendorf.co.in,"Barkhausenweg l,22339 Hamburge.",postanschrift 22331.,Hamburg,,,
,,ERMA INC.,All Supplier Groups,Company,FRANCE,USD,www.erma.co.jp,,Hisao Nakashima,+81-3-3818-6281,+81-3-3813-7301,h-nakashima@erma.co.jp,"
2-31-6 Yushima,Bunkyo-ku", Tokyo 113-0034 Japan.,Tokyo,,,
,,ESCHWEILER GMBH & CO. KG,All Supplier Groups,Company,FRANCE,NGN,,,ESCHWEILER GMBH & CO. KG,+ 49-43-546580 ,+ 49-43-549423,,"Holzkoppelweg 35, 24118, Kiel, Germany","Holzkoppelweg 35, 24118",Kiel,,,
,,EUMED,All Supplier Groups,Company,FRANCE,NGN,,,EUMED,,,,Address Address,GERMANY,,,,
,,F.L. MEDICAL S.R.L,All Supplier Groups,Company,FRANCE,NGN,www.flmedical.com,,"Cristina APICELLA Export Department
Assistance",+39 049 5211475,+39 049 5212566,cristina.apicella@flmedical.com," Unipersonale
Via Enrico Mattei","20
35038 Torreglia",Padova,,,
,,Fine Care,All Supplier Groups,Company,FRANCE,NGN,,,,,,,,,,,,
,,FORTRESS DIAGNOSTICS,All Supplier Groups,Company,FRANCE,NGN,www.fortressdiagnostics.com,,FORTRESS DIAGNOSTICS,+44 (0) 2894 487676, +44 (0) 2894 469933,info@fortressdiagnostics.com,Fortress Diagnostics Limited Unit,"2C Antrim Technology Park, Antrim, BT41 1QS",,,,
,,FRIDAY AWAH,All Supplier Groups,Company,FRANCE,NGN,,,FRIDAY AWAH,8033527352,,,"No. 9 Ahmadu belo Way by Ibrahim Waziri Crescent, ","Gudu, Apo",Abuja,FCT,,
,,G.WINDOWS MEDICAL SUPPLIES LIMITED,All Supplier Groups,Company,FRANCE,NGN,,,G.WINDOWS,8089336309,,,NO.7 MEGGA STREET,OPPOSITE DAWAKI MODERN MARKET,DAWAKI,ABUJA,,
,,GAMED ENTERPRISES,All Supplier Groups,Company,FRANCE,NGN,,,GABRIEL IBE .C,8030568932,,,"64 JEWEL STREET, KUBWA ",,FCT,ABUJA,,
,,GE HEAITHCARE DIAGNOSTIC  IMAGING,All Supplier Groups,Company,FRANCE,NGN,,,GE HEAITHCARE DIAGNOSTIC  IMAGING,,,,"Coolidge House, 352 Buckingham Avenue",Slough SL1 4ER,,,,
,,GENESIG,All Supplier Groups,Company,FRANCE,NGN,,,GENESIG,,,,SOUTH HAMPTON,,,,,
,,GENESIG REAGENT,All Supplier Groups,Company,FRANCE,NGN,,,,,,,,,,,,
,,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)",All Supplier Groups,Company,FRANCE,USD,www.genrui-bio.com,,"Camphor Zhong 
",+86  755  26835560   Ext:8024,+86 755 26678789 ,camphor@genrui-bio.com,"6F,   Shanshui   Building   B,
Nanshan  Yungu  Innovation  Industrial Park,","
1183   Liuxian  Blvd,  Nanshan  District,
518055",Shenzhen, P.R.China,,
,,Gesan,All Supplier Groups,Company,FRANCE,NGN,,,,,,,,,,,,
,,Giesse Diagnostics,All Supplier Groups,Company,FRANCE,USD,"www.giessediagnostics.co
m",,"Margherita Matichecchia
Isabel Patti",39.0774051101,390774051100,"administration@giessediagnostics.com
commercial@giessediagnostics.com","Via Enrico Fermi, 3 (Z.I. Via Tiburtina
Km.18,300)","00012 GUIDONIA MONTECELIO
(RM)-ITALY",,,,
,,GOODAY INVESTMENT(,All Supplier Groups,Company,FRANCE,NGN,,,CHUKWUMA EZIKE(A.K.A OJIEGO),7037387040,,,SHOP A3,NEIGHBOUR HOOD CENTER,"WUSE, ZONE 3",FCT,,
,,"Guangdong Biolight Meditech Co.,Ltd.",All Supplier Groups,Company,FRANCE,USD, http://en.blt.com.cn/,,Mr. Mark(Sales/Marketing Manager),+86-18666-933358       ,+86-756-3399911,mark <mark@blt.com.cn>,"Innovation first road,","technology innovation coast,","Zhuhai,China.",,,
,,"GUANGZHOU WONDFO BIOTECH CO., LTD",All Supplier Groups,Company,FRANCE,USD,http://www.wondfo.com.cn/en/,,David Ye (Regional Sale manager of West Africa),0086 20 32296082,0086 20 32296062,david@wondfo.com.cn,"No.8 Lizhishan Road,Scientific City, ","Luogang District, Guangzhou 510663, ",Shenzhen, P.R.China,,
,,H- MEDIX PHARMACY ABUJA,All Supplier Groups,Company,FRANCE,NGN,,,,9087247809,,,AHMADU BELLO WAY,,Abuja,ABUJA,,
,,HAEMONETIC,All Supplier Groups,Company,FRANCE,NGN,,,HAEMONETIC,,,,USA,USA,,,,
,,Haemotec (Pty) Ltd,All Supplier Groups,Company,FRANCE,USD,www.haemotec.co.za,,"Morne Toms, 
Lynne Blanshard",+27 (0)11 452 9400,+27 (0)11 609 8603,morne@haemotec.co,"Southdale Shopping Centre, Alamein
Street","Southdale, Johannesburg, South Africa",,,,
,,Hawksly,All Supplier Groups,Company,FRANCE,NGN,,,,,,,,,,,,
,,hemotec,All Supplier Groups,Company,FRANCE,NGN,,,,,,,,,,,,
,,Hettish Lab Technology,All Supplier Groups,Company,FRANCE,NGN,www.hettichlab.com,,Corinna Hellstern,"+49 (0) 7461 705-1200
",+49 (0) 7461 705-1125,Corinna.Hellstern@hettichlab.com,"Beteiligungs- und
Verwaltungs GmbH · Sitz Tuttlingen ·
Amtsgericht Stuttgart HRB 451209 · Geschäftsführer: Klaus-Günter Eberle
· USt-IdNr. DE142930419",Andreas Hettich GmbH & Co.KG · Sitz Tuttlingen · Amtsgericht Stuttgart HRA 450063 · Persönlich haftende Gesellschaft Hettich Holding ,,,,
,,Homedics Group Ltd,All Supplier Groups,Company,FRANCE,NGN,,,Homedics Group Ltd,,,service@homedics.co.uk,Homedics Group Ltd.PO BOX 460,"Tonbridge,Kent TN9 9EW",Kent,,,
,,ILLUMINA,All Supplier Groups,Company,FRANCE,NGN,,,ILLUMINA,,,,Address Address,USA,,,,
,,INTEGRATED LAB TRADING LLC,All Supplier Groups,Company,FRANCE,NGN,,,JOHNNIE ALLOTEY,97155382093,,john.allotey@integrated-lab.com,"Suite 2304,Damac XL Tower",,U.A.E,,,
,,INTERLAB,All Supplier Groups,Company,FRANCE,NGN,,,,,,,,,,,,
,,ISN PRODUCTS (NIG)LTD,All Supplier Groups,Company,FRANCE,NGN,,,NNEKA,8136729668,,,"No.17, Abeokuta Street,","Area 8, Garki",Abuja,,,
,,ISOLAB LABORATORY GMBH,All Supplier Groups,Company,FRANCE,EUR,,,Pınar YILDIRIM (Ms),+90 533 150 25 19, +90 212 798 21 59 ,pinar.yildirim@interlab.com.tr,Ömerli Mah. Hadımköy – İstanbul Cad ,No: 189 Arnavutköy 34555 / İstanbul ,TURKEY,,,
,,Katchey Company Limited (the science of life),All Supplier Groups,Company,FRANCE,NGN,,,Okoroji Sylvia,8038708978,,Sylvia Okoroji <sylviaokorojik16@gmail.com>,"26, Odanye Close, Harmony Enclave,26, Odanye Close, Harmony Enclave, Adeniyi Jones",Adeniyi Jones.,",Lagos Nigeria ",,,
,,KERN,All Supplier Groups,Company,FRANCE,NGN,,,KERN,,,,GERMANY,GERMANY,,,,
,,KICCON ENGINEERING LTD,All Supplier Groups,Company,FRANCE,NGN,,,,8067637795,,,PLOT 784A HERBERT MARCURLY WAY CBD ABUJA,,Abuja,FCT,,
,,KING SCIENCE WARE NIGERIA LTD,All Supplier Groups,Company,FRANCE,NGN,,,MR KINGSLEY,"08033144918, 07028135236",,kingsok1@gmail.com,,,,,,
,,KINGS SCIENCE WARES NIGERIA LTD,All Supplier Groups,Company,FRANCE,NGN,,,MR KINGSLEY,8033144918,,,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,,
,,KYOWA OPTICS,All Supplier Groups,Company,FRANCE,NGN,,,KYOWA OPTICS,,,,JAPAN,JAPAN,,,,
,,LAB 21 HEALTH CARE,All Supplier Groups,Company,FRANCE,GBP,www.lab21.com,,"Martin Shaw, Kelly winton",+44(0) 1308 421829,+44 (0) 1308 421846,"martin.shaw@lab21.com, Kelly.Winton@lab21.com",Unit 29 Dreadnought Trading Estate,"Bridpot, Dorset DT6 5BU",,,,
,,LABJENIKS,All Supplier Groups,Company,FRANCE,NGN,www.geniusmedica.com,,Camphor Zhong,+86 755 26835560 Ext:8024,+86 755 26678789,camphor@geniusmedica.com,"Genrui Biotech Inc
6F SHAN SHUI Building B","Nanshan Yungu Innovation Industrial
Park,
1183 Liuxian Blvd, Nanshan, Shenzhen, China",,,,
,,LABJENIKS RGT & MACHINES,All Supplier Groups,Company,FRANCE,NGN,,,,,,,,,,,,
,,LASANY,All Supplier Groups,Company,FRANCE,USD,http://www.lasany.org,,Mr. Harsh ,0091-91-9357547917,,sales@lasany.org,"479, Sector-17, Panchkula (Chandigarh) -134109, Haryana (INDIA)",,,,,
,,LASSANY,All Supplier Groups,Company,FRANCE,USD,,,LASSANY,,,,Address Address,USA,,,,
,,LEMFIELD MEDICAL ,All Supplier Groups,Company,FRANCE,NGN,,,LEMFIELD MEDICAL ,,,,Address Address,ENGLANG,,,,
,,LMB DONO PACK BAG,All Supplier Groups,Company,FRANCE,NGN,,,,,,,,,,,,
,,Lmb Technologie GmbH,All Supplier Groups,Company,FRANCE,NGN,www.lmb.de,,Elcin Arslan,Tel: +49-8122-88096-0,Fax: +49-8122-88096-60,Elcin.Arslan@lmb.de,"Möslstraße
17, D-85445 Schwaig",,schwaig,,,
,,LONZA SALES LTD,All Supplier Groups,Company,FRANCE,EUR,http://www.lonza.com,,Margaret Banise (sales support),+ 44 1189 775061,+44 1753 777001,margaret.baines@lonza.com,Muenchensteinerstrasse 38,Basel,4002,,,
,,Ltd.,All Supplier Groups,Company,FRANCE,NGN,,,,,,,,,,,,
,,"LumiQuick Diagnostics, Inc.",All Supplier Groups,Company,FRANCE,USD,http://www.lumiquick.com/,,Amy Zhang,   86-18950169137,            86-592-3965103,Amy Zhang <azhang@lumiquick.net>,"LumiQuick Diagnostics, Inc.","2946 Scott Blvd, Santa Clara, CA 95054, ",,,,
,,m,All Supplier Groups,Company,FRANCE,NGN,,,,,,,,,,,,
,,MALARIA KIT,All Supplier Groups,Company,FRANCE,NGN,,,,,,,,,,,,
,,MARUF,All Supplier Groups,Company,FRANCE,NGN,,,MARUF,8133615231,,,"AREA 2,",GARKI,Abuja,FCT,,
,,MEDAX,All Supplier Groups,Company,FRANCE,NGN,,,MEDAX,,,,AUSTRIA,AUSTRIA,,,,
,,Medax Medical Devices,All Supplier Groups,Company,FRANCE,EUR,www.medax.it,,"Irene Baraldi
Manmohanjit Singh",3905351812757,+39 05351812744,"customercare@medax.it
sales@medax.it","Operations Office: Via S. Pertini 4 –
41039",San Possidonio (MO) Italy,,,,
,,Medica Corporation,All Supplier Groups,Company,FRANCE,USD,,,Mr. Hande Lougee,,,hlougee@Medicacorp.com,Medica Corporation,5 Oak Park Drive,"Bedford, MA 01730, USA",,,
,,MEDICOM LABORATORY NIGERIA LTD JOS,All Supplier Groups,Company,FRANCE,NGN,,,MEDICOM LABORATORY NIGERIA LTD,,,info@medicomlab.com,"No. 22 Murtala Mohammed Way, Opposite FCMB",NO.22 MURTALA MOHAMMED WAY,JOS,PLATEAU,,
,,MEDIGATE,All Supplier Groups,Company,FRANCE,USD,,,MEDIGATE,,,ken@medigate.bz,Address Address,KOREA,,,,
,,MEMMERT,All Supplier Groups,Company,FRANCE,NGN,,,MEMMERT,,,,GERMANY,GERMANY,,,,
,,MERCK PHARMACEUTICALS AND LIFE SCIENCE LTD.,All Supplier Groups,Company,FRANCE,NGN,http://www.merckmillipore.com/,,Kingsley Udoakpan,+234 809 045 7128 ,+234 908 440 8811 - 3,mailto:kingsley.udoakpan@merckgroup.com,1st Floor Church Gate Tower 1,Plot PC 30 Church Gate Street,"Victoria Island, Lagos | Nigeria",,,
,,METER TECH,All Supplier Groups,Company,FRANCE,NGN,,,METER TECH,,,,Address Address,-,,,,
,,MICRO,All Supplier Groups,Company,FRANCE,NGN,,,MICRO,,,n.said@micros.at,Hunnenbrunn Gewerbe Zone 5,,,,,
,,MICROS Produktions- und Handelsges.m.b.H.,All Supplier Groups,Company,FRANCE,EUR,,,Asya Diaa,+43 4212 30901,,a.diaa@micros.at,"Hunnenbrunn - Gewerbezone 5, 9300 St. Veit/Glan, AUSTRIA "," FN75375x, Court of Jurisdiction HG  Vienna",,,,
,,mindary,All Supplier Groups,Company,FRANCE,NGN,,,,,,,,,,,,
