OrderNumber,InventoryStatus,PaymentStatus,Customer,ContactName,Phone,Email,BillingAddress1,BillingAddress2,BillingCity,BillingState,BillingCountry,BillingPostalCode,BillingAddressRemarks,ShipToCompanyName,ShippingAddress1,ShippingAddress2,ShippingCity,ShippingState,ShippingCountry,ShippingPostalCode,ShippingAddressRemarks,CurrencyCode,ExchangeRate,NonCustomerCost,OrderDate,OrderRemarks,Freight,InvoicedDate,DueDate,DatePaid,AmountPaid,RequestedShipDate,PONumber,SalesRep,Location,PricingScheme,PaymentTerms,PaymentMethod,TaxingScheme,Tax1Rate,Tax2Rate,CalculateTax2OnTax1,Tax1Name,Tax2Name,Tax1OnShipping,Tax2OnShipping,Sales Type,Sales Person,LPO Date,ItemName,ItemDescription,ItemQuantity,ItemQuantityUoM,ItemUnitPrice,ItemDiscount,ItemSubtotal,ItemSerials,SpecialTaxRate,IsCancelled,
SO-000921,Fulfilled,Paid,MEDIC WEST AFRICA EXHIBITION,,,,LAGOS,,,,,,,,LAGOS,,,,,,,NGN,1,,10/17/2017 1:31:51 PM,Please find attached evidence of payment.,,10/17/2017 1:47:05 PM,10/17/2017 1:47:05 PM,10/19/2017 2:19:06 PM,793500,10/17/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,MEDIC WEST AFRICA EXHIBITION,,,BIOBASE BLOOD BANK REFRIGERATOR,',1,unit,675000,0 %,675000,,Taxable,False,
SO-000921,Fulfilled,Paid,MEDIC WEST AFRICA EXHIBITION,,,,LAGOS,,,,,,,,LAGOS,,,,,,,NGN,1,,10/17/2017 1:31:51 PM,Please find attached evidence of payment.,,10/17/2017 1:47:05 PM,10/17/2017 1:47:05 PM,10/19/2017 2:19:06 PM,793500,10/17/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,MEDIC WEST AFRICA EXHIBITION,,,"MULTISURE HIV RAPID TEST, 20TESTS ",MULTI SURE HIV RAPID TEST KIT 20 TESTS,20,pcs.,800,0 %,16000,,Taxable,False,
SO-000921,Fulfilled,Paid,MEDIC WEST AFRICA EXHIBITION,,,,LAGOS,,,,,,,,LAGOS,,,,,,,NGN,1,,10/17/2017 1:31:51 PM,Please find attached evidence of payment.,,10/17/2017 1:47:05 PM,10/17/2017 1:47:05 PM,10/19/2017 2:19:06 PM,793500,10/17/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,MEDIC WEST AFRICA EXHIBITION,,,"MULTISURE HIV RAPID TEST, 20TESTS ",MULTI SURE HIV RAPID TEST KIT 20 TESTS,20,pcs.,800,0 %,16000,,Taxable,False,
SO-000921,Fulfilled,Paid,MEDIC WEST AFRICA EXHIBITION,,,,LAGOS,,,,,,,,LAGOS,,,,,,,NGN,1,,10/17/2017 1:31:51 PM,Please find attached evidence of payment.,,10/17/2017 1:47:05 PM,10/17/2017 1:47:05 PM,10/19/2017 2:19:06 PM,793500,10/17/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,MEDIC WEST AFRICA EXHIBITION,,,HIV/ HBsAG | HCV COMBO CASSETTE TEST,25 TEST,1,pcs.,25000,0 %,25000,,Taxable,False,
SO-000921,Fulfilled,Paid,MEDIC WEST AFRICA EXHIBITION,,,,LAGOS,,,,,,,,LAGOS,,,,,,,NGN,1,,10/17/2017 1:31:51 PM,Please find attached evidence of payment.,,10/17/2017 1:47:05 PM,10/17/2017 1:47:05 PM,10/19/2017 2:19:06 PM,793500,10/17/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,MEDIC WEST AFRICA EXHIBITION,,,"MULTISURE HIV RAPID TEST, 20TESTS ",MULTI SURE HIV RAPID TEST KIT 20 TESTS,40,pcs.,800,0 %,32000,,Taxable,False,
SO-000921,Fulfilled,Paid,MEDIC WEST AFRICA EXHIBITION,,,,LAGOS,,,,,,,,LAGOS,,,,,,,NGN,1,,10/17/2017 1:31:51 PM,Please find attached evidence of payment.,,10/17/2017 1:47:05 PM,10/17/2017 1:47:05 PM,10/19/2017 2:19:06 PM,793500,10/17/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,MEDIC WEST AFRICA EXHIBITION,,,"ENZYM TEMPERATURE RECORDER, PC   .. ",TEMPERATURE RECORDER,1,,29500,0 %,29500,,Taxable,False,
SO-000922,Fulfilled,Paid,Labcrest Ltd,MR SOJI BILLYROSE,8036790731,,NEAR SKYE BANK,,Gwagwalada,ABUJA,NIGERIA,,,,NEAR SKYE BANK,,Gwagwalada,ABUJA,NIGERIA,,,NGN,1,,10/17/2017 3:27:52 PM,"                            PAYMENT TERMS

 NGN1,500,000.00 ADVANCED PRE-PAYMENT FOR ORDER CONFIRMATION.
 BALANCE TO BE MADE IN THREE EQUAL INSTALLMENTS WITHIN THE NEXT THREE MONTHS AS STATED BELOW:

Paid N1,700,000.00 (i.e. Balance of # 922 plus pmt for # 924,954 & 986)
         - NGN540,000.00 TO BE PAID ON/BEFORE THE 30th OF NOVEMBER, 2017

         - NGN540,000.00 TO BE PAID ON/BEFORE THE 31st OF DECEMBER, 2017

         - NGN540,000.00 TO BE PAID ON/BEFORE THE 31st OF JANUARY, 2018

N/B: THESE INSTRUMENTS REMAINS THE PROPERTY OF DCL LABORATORY PRODUCTS LTD, UNTIL THE PAYMENT IS PAID IN FULL.",,10/17/2017 3:30:51 PM,10/17/2017 3:30:51 PM,11/11/2017 3:22:11 PM,2500000,,,Bright Odoemelam,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,"MYTHIC 18 FULLY AUTOMATED HEMATOLOGY ANALYSER, (Stocked Product)","MYTHIC 18 ANALYSER, M18OT,  19 PARAMETERS, 3 PART DIFF.,S/N:100617-009828",1,,1800000,0 %,1800000,,Taxable,False,
SO-000922,Fulfilled,Paid,Labcrest Ltd,MR SOJI BILLYROSE,8036790731,,NEAR SKYE BANK,,Gwagwalada,ABUJA,NIGERIA,,,,NEAR SKYE BANK,,Gwagwalada,ABUJA,NIGERIA,,,NGN,1,,10/17/2017 3:27:52 PM,"                            PAYMENT TERMS

 NGN1,500,000.00 ADVANCED PRE-PAYMENT FOR ORDER CONFIRMATION.
 BALANCE TO BE MADE IN THREE EQUAL INSTALLMENTS WITHIN THE NEXT THREE MONTHS AS STATED BELOW:

Paid N1,700,000.00 (i.e. Balance of # 922 plus pmt for # 924,954 & 986)
         - NGN540,000.00 TO BE PAID ON/BEFORE THE 30th OF NOVEMBER, 2017

         - NGN540,000.00 TO BE PAID ON/BEFORE THE 31st OF DECEMBER, 2017

         - NGN540,000.00 TO BE PAID ON/BEFORE THE 31st OF JANUARY, 2018

N/B: THESE INSTRUMENTS REMAINS THE PROPERTY OF DCL LABORATORY PRODUCTS LTD, UNTIL THE PAYMENT IS PAID IN FULL.",,10/17/2017 3:30:51 PM,10/17/2017 3:30:51 PM,11/11/2017 3:22:11 PM,2500000,,,Bright Odoemelam,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,"VEDA LAB EASY READER POINT OF CARE, ","VEDA LAB EASY READER POINT OF CARE UNIT. 36200, S/N:ERP01001984",1,,700000,0 %,700000,,Taxable,False,
SO-000922,Fulfilled,Paid,Labcrest Ltd,MR SOJI BILLYROSE,8036790731,,NEAR SKYE BANK,,Gwagwalada,ABUJA,NIGERIA,,,,NEAR SKYE BANK,,Gwagwalada,ABUJA,NIGERIA,,,NGN,1,,10/17/2017 3:27:52 PM,"                            PAYMENT TERMS

 NGN1,500,000.00 ADVANCED PRE-PAYMENT FOR ORDER CONFIRMATION.
 BALANCE TO BE MADE IN THREE EQUAL INSTALLMENTS WITHIN THE NEXT THREE MONTHS AS STATED BELOW:

Paid N1,700,000.00 (i.e. Balance of # 922 plus pmt for # 924,954 & 986)
         - NGN540,000.00 TO BE PAID ON/BEFORE THE 30th OF NOVEMBER, 2017

         - NGN540,000.00 TO BE PAID ON/BEFORE THE 31st OF DECEMBER, 2017

         - NGN540,000.00 TO BE PAID ON/BEFORE THE 31st OF JANUARY, 2018

N/B: THESE INSTRUMENTS REMAINS THE PROPERTY OF DCL LABORATORY PRODUCTS LTD, UNTIL THE PAYMENT IS PAID IN FULL.",,10/17/2017 3:30:51 PM,10/17/2017 3:30:51 PM,11/11/2017 3:22:11 PM,2500000,,,Bright Odoemelam,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,HORMONAL ASSAY ELISA READER,"HORMONAL ASSAY ELISA READER, CHROMATE, ELISA MICROPLATE READER,S/N:4300-1078",1,,620000,0 %,620000,,Taxable,False,
SO-000922,Fulfilled,Paid,Labcrest Ltd,MR SOJI BILLYROSE,8036790731,,NEAR SKYE BANK,,Gwagwalada,ABUJA,NIGERIA,,,,NEAR SKYE BANK,,Gwagwalada,ABUJA,NIGERIA,,,NGN,1,,10/17/2017 3:27:52 PM,"                            PAYMENT TERMS

 NGN1,500,000.00 ADVANCED PRE-PAYMENT FOR ORDER CONFIRMATION.
 BALANCE TO BE MADE IN THREE EQUAL INSTALLMENTS WITHIN THE NEXT THREE MONTHS AS STATED BELOW:

Paid N1,700,000.00 (i.e. Balance of # 922 plus pmt for # 924,954 & 986)
         - NGN540,000.00 TO BE PAID ON/BEFORE THE 30th OF NOVEMBER, 2017

         - NGN540,000.00 TO BE PAID ON/BEFORE THE 31st OF DECEMBER, 2017

         - NGN540,000.00 TO BE PAID ON/BEFORE THE 31st OF JANUARY, 2018

N/B: THESE INSTRUMENTS REMAINS THE PROPERTY OF DCL LABORATORY PRODUCTS LTD, UNTIL THE PAYMENT IS PAID IN FULL.",,10/17/2017 3:30:51 PM,10/17/2017 3:30:51 PM,11/11/2017 3:22:11 PM,2500000,,,Bright Odoemelam,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,"MYTHIC 18 DILUENT  20L, 20 L ","Mythic 18 Diluent  20L, HM18-009-20, 20 L",1,,0,0 %,0,,Taxable,False,
SO-000922,Fulfilled,Paid,Labcrest Ltd,MR SOJI BILLYROSE,8036790731,,NEAR SKYE BANK,,Gwagwalada,ABUJA,NIGERIA,,,,NEAR SKYE BANK,,Gwagwalada,ABUJA,NIGERIA,,,NGN,1,,10/17/2017 3:27:52 PM,"                            PAYMENT TERMS

 NGN1,500,000.00 ADVANCED PRE-PAYMENT FOR ORDER CONFIRMATION.
 BALANCE TO BE MADE IN THREE EQUAL INSTALLMENTS WITHIN THE NEXT THREE MONTHS AS STATED BELOW:

Paid N1,700,000.00 (i.e. Balance of # 922 plus pmt for # 924,954 & 986)
         - NGN540,000.00 TO BE PAID ON/BEFORE THE 30th OF NOVEMBER, 2017

         - NGN540,000.00 TO BE PAID ON/BEFORE THE 31st OF DECEMBER, 2017

         - NGN540,000.00 TO BE PAID ON/BEFORE THE 31st OF JANUARY, 2018

N/B: THESE INSTRUMENTS REMAINS THE PROPERTY OF DCL LABORATORY PRODUCTS LTD, UNTIL THE PAYMENT IS PAID IN FULL.",,10/17/2017 3:30:51 PM,10/17/2017 3:30:51 PM,11/11/2017 3:22:11 PM,2500000,,,Bright Odoemelam,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,"MYTHIC 18 CLEANING SOLUTION, 1L ","Mythic 18 CLEANING SOLUTION, HM18-007-1",1,btl,0,0 %,0,,Taxable,False,
SO-000922,Fulfilled,Paid,Labcrest Ltd,MR SOJI BILLYROSE,8036790731,,NEAR SKYE BANK,,Gwagwalada,ABUJA,NIGERIA,,,,NEAR SKYE BANK,,Gwagwalada,ABUJA,NIGERIA,,,NGN,1,,10/17/2017 3:27:52 PM,"                            PAYMENT TERMS

 NGN1,500,000.00 ADVANCED PRE-PAYMENT FOR ORDER CONFIRMATION.
 BALANCE TO BE MADE IN THREE EQUAL INSTALLMENTS WITHIN THE NEXT THREE MONTHS AS STATED BELOW:

Paid N1,700,000.00 (i.e. Balance of # 922 plus pmt for # 924,954 & 986)
         - NGN540,000.00 TO BE PAID ON/BEFORE THE 30th OF NOVEMBER, 2017

         - NGN540,000.00 TO BE PAID ON/BEFORE THE 31st OF DECEMBER, 2017

         - NGN540,000.00 TO BE PAID ON/BEFORE THE 31st OF JANUARY, 2018

N/B: THESE INSTRUMENTS REMAINS THE PROPERTY OF DCL LABORATORY PRODUCTS LTD, UNTIL THE PAYMENT IS PAID IN FULL.",,10/17/2017 3:30:51 PM,10/17/2017 3:30:51 PM,11/11/2017 3:22:11 PM,2500000,,,Bright Odoemelam,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,MYTHIC 18 LYSE 0.5L ,"Mythic 18 Cyanide free  Lytic Solution 0.5L, HM18-008-05",1,btl,0,0 %,0,,Taxable,False,
SO-000922,Fulfilled,Paid,Labcrest Ltd,MR SOJI BILLYROSE,8036790731,,NEAR SKYE BANK,,Gwagwalada,ABUJA,NIGERIA,,,,NEAR SKYE BANK,,Gwagwalada,ABUJA,NIGERIA,,,NGN,1,,10/17/2017 3:27:52 PM,"                            PAYMENT TERMS

 NGN1,500,000.00 ADVANCED PRE-PAYMENT FOR ORDER CONFIRMATION.
 BALANCE TO BE MADE IN THREE EQUAL INSTALLMENTS WITHIN THE NEXT THREE MONTHS AS STATED BELOW:

Paid N1,700,000.00 (i.e. Balance of # 922 plus pmt for # 924,954 & 986)
         - NGN540,000.00 TO BE PAID ON/BEFORE THE 30th OF NOVEMBER, 2017

         - NGN540,000.00 TO BE PAID ON/BEFORE THE 31st OF DECEMBER, 2017

         - NGN540,000.00 TO BE PAID ON/BEFORE THE 31st OF JANUARY, 2018

N/B: THESE INSTRUMENTS REMAINS THE PROPERTY OF DCL LABORATORY PRODUCTS LTD, UNTIL THE PAYMENT IS PAID IN FULL.",,10/17/2017 3:30:51 PM,10/17/2017 3:30:51 PM,11/11/2017 3:22:11 PM,2500000,,,Bright Odoemelam,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,"MYTHIC FLUSH-CLEANER 0.25L, 0.25 L ","Mythic 18-22 Flush-Cleaner 0.25L, HM18-011-025, ",1,btl,0,0 %,0,,Taxable,False,
SO-000922,Fulfilled,Paid,Labcrest Ltd,MR SOJI BILLYROSE,8036790731,,NEAR SKYE BANK,,Gwagwalada,ABUJA,NIGERIA,,,,NEAR SKYE BANK,,Gwagwalada,ABUJA,NIGERIA,,,NGN,1,,10/17/2017 3:27:52 PM,"                            PAYMENT TERMS

 NGN1,500,000.00 ADVANCED PRE-PAYMENT FOR ORDER CONFIRMATION.
 BALANCE TO BE MADE IN THREE EQUAL INSTALLMENTS WITHIN THE NEXT THREE MONTHS AS STATED BELOW:

Paid N1,700,000.00 (i.e. Balance of # 922 plus pmt for # 924,954 & 986)
         - NGN540,000.00 TO BE PAID ON/BEFORE THE 30th OF NOVEMBER, 2017

         - NGN540,000.00 TO BE PAID ON/BEFORE THE 31st OF DECEMBER, 2017

         - NGN540,000.00 TO BE PAID ON/BEFORE THE 31st OF JANUARY, 2018

N/B: THESE INSTRUMENTS REMAINS THE PROPERTY OF DCL LABORATORY PRODUCTS LTD, UNTIL THE PAYMENT IS PAID IN FULL.",,10/17/2017 3:30:51 PM,10/17/2017 3:30:51 PM,11/11/2017 3:22:11 PM,2500000,,,Bright Odoemelam,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,"FSH CHECK-1,   PK ",  PK,18,packs,0,0 %,0,,Taxable,False,
