OrderNumber,InventoryStatus,PaymentStatus,Customer,ContactName,Phone,Email,BillingAddress1,BillingAddress2,BillingCity,BillingState,BillingCountry,BillingPostalCode,BillingAddressRemarks,ShipToCompanyName,ShippingAddress1,ShippingAddress2,ShippingCity,ShippingState,ShippingCountry,ShippingPostalCode,ShippingAddressRemarks,CurrencyCode,ExchangeRate,NonCustomerCost,OrderDate,OrderRemarks,Freight,InvoicedDate,DueDate,DatePaid,AmountPaid,RequestedShipDate,PONumber,SalesRep,Location,PricingScheme,PaymentTerms,PaymentMethod,TaxingScheme,Tax1Rate,Tax2Rate,CalculateTax2OnTax1,Tax1Name,Tax2Name,Tax1OnShipping,Tax2OnShipping,Sales Type,Sales Person,LPO Date,ItemName,ItemDescription,ItemQuantity,ItemQuantityUoM,ItemUnitPrice,ItemDiscount,ItemSubtotal,ItemSerials,SpecialTaxRate,IsCancelled,
SO-000876,Fulfilled,Paid,ASI UKPO DIAGNOSTIC AND MEDICAL CENTRE,EMEM,"08034630276, 08099661665",emem@asidmc.com,,,OGOJA,Cross River ,NIGERIA,,,,,,OGOJA,Cross River ,NIGERIA,,,NGN,1,,9/29/2017 4:05:19 PM,,,9/29/2017 4:16:37 PM,9/29/2017 4:16:37 PM,12/6/2017 1:23:23 PM,110858.75,9/29/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,"METABOLITE TRI LEVEL CONTROL, 2ML ",EXP DATE:2018/2,1,packs,29296.25,0 %,29296.25,,Taxable,False,
SO-000876,Fulfilled,Paid,ASI UKPO DIAGNOSTIC AND MEDICAL CENTRE,EMEM,"08034630276, 08099661665",emem@asidmc.com,,,OGOJA,Cross River ,NIGERIA,,,,,,OGOJA,Cross River ,NIGERIA,,,NGN,1,,9/29/2017 4:05:19 PM,,,9/29/2017 4:16:37 PM,9/29/2017 4:16:37 PM,12/6/2017 1:23:23 PM,110858.75,9/29/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,"ELICAL 2, 4X3 ML ",EXP DATE:2018/9,1,packs,63437.5,0 %,63437.5,,Taxable,False,
SO-000877,Fulfilled,Paid,ASI UKPO DIAGNOSTIC AND MEDICAL CENTRE,EMEM,"08034630276, 08099661665",emem@asidmc.com,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,NGN,1,,9/29/2017 4:17:35 PM,,,9/29/2017 4:44:16 PM,9/29/2017 4:44:16 PM,4/14/2018 12:56:33 PM,1089466.16,9/29/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,"CALCIUM ARSENAZO, 2X 125 ML ",2019/2,1,,12923.44,0 %,12923.44,,Taxable,False,
SO-000877,Fulfilled,Paid,ASI UKPO DIAGNOSTIC AND MEDICAL CENTRE,EMEM,"08034630276, 08099661665",emem@asidmc.com,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,NGN,1,,9/29/2017 4:17:35 PM,,,9/29/2017 4:44:16 PM,9/29/2017 4:44:16 PM,4/14/2018 12:56:33 PM,1089466.16,9/29/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,"TRIGL MONO SL, 6 X 45 ML ",EXP DATE:2018/5,1,,22524.85,0 %,22524.85,,Taxable,False,
SO-000877,Fulfilled,Paid,ASI UKPO DIAGNOSTIC AND MEDICAL CENTRE,EMEM,"08034630276, 08099661665",emem@asidmc.com,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,NGN,1,,9/29/2017 4:17:35 PM,,,9/29/2017 4:44:16 PM,9/29/2017 4:44:16 PM,4/14/2018 12:56:33 PM,1089466.16,9/29/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,"ISE REFERENCE SOLUTION, 1X500 ML ",EXP DATE:2018/10,3,,63640.63,0 %,190921.89,,Taxable,False,
SO-000877,Fulfilled,Paid,ASI UKPO DIAGNOSTIC AND MEDICAL CENTRE,EMEM,"08034630276, 08099661665",emem@asidmc.com,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,NGN,1,,9/29/2017 4:17:35 PM,,,9/29/2017 4:44:16 PM,9/29/2017 4:44:16 PM,4/14/2018 12:56:33 PM,1089466.16,9/29/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,"HBA1C REAGENT, 1X32 ML ",EXP DATE 2018/3,1,,156586.41,0 %,156586.41,,Taxable,False,
SO-000877,Fulfilled,Paid,ASI UKPO DIAGNOSTIC AND MEDICAL CENTRE,EMEM,"08034630276, 08099661665",emem@asidmc.com,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,NGN,1,,9/29/2017 4:17:35 PM,,,9/29/2017 4:44:16 PM,9/29/2017 4:44:16 PM,4/14/2018 12:56:33 PM,1089466.16,9/29/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,"HDL CHOLESTEROL CALIBRATOR 2G, 1 X 1 ML ",EXP DATE:2018/11,1,,35440.63,0 %,35440.63,,Taxable,False,
SO-000877,Fulfilled,Paid,ASI UKPO DIAGNOSTIC AND MEDICAL CENTRE,EMEM,"08034630276, 08099661665",emem@asidmc.com,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,NGN,1,,9/29/2017 4:17:35 PM,,,9/29/2017 4:44:16 PM,9/29/2017 4:44:16 PM,4/14/2018 12:56:33 PM,1089466.16,9/29/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,"HDL CHOLESTEROL DIRECT 2G SL, 1 X 80 ML ",EXP DATE:2018/12,1,,40851.56,0 %,40851.56,,Taxable,False,
SO-000877,Fulfilled,Paid,ASI UKPO DIAGNOSTIC AND MEDICAL CENTRE,EMEM,"08034630276, 08099661665",emem@asidmc.com,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,NGN,1,,9/29/2017 4:17:35 PM,,,9/29/2017 4:44:16 PM,9/29/2017 4:44:16 PM,4/14/2018 12:56:33 PM,1089466.16,9/29/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,"ELITROL I, 10X5 ML ",EXP DATE:2018/10,1,packs,70515.63,0 %,70515.63,,Taxable,False,
SO-000877,Fulfilled,Paid,ASI UKPO DIAGNOSTIC AND MEDICAL CENTRE,EMEM,"08034630276, 08099661665",emem@asidmc.com,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,NGN,1,,9/29/2017 4:17:35 PM,,,9/29/2017 4:44:16 PM,9/29/2017 4:44:16 PM,4/14/2018 12:56:33 PM,1089466.16,9/29/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,"ELITROL II,  10X5 ML ",EXP DATE:2018/10,1,,77781.25,0 %,77781.25,,Taxable,False,
SO-000877,Fulfilled,Paid,ASI UKPO DIAGNOSTIC AND MEDICAL CENTRE,EMEM,"08034630276, 08099661665",emem@asidmc.com,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,NGN,1,,9/29/2017 4:17:35 PM,,,9/29/2017 4:44:16 PM,9/29/2017 4:44:16 PM,4/14/2018 12:56:33 PM,1089466.16,9/29/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,"UREA UV SL, 4 X 55 ML ",EXP DATE:2019/4,1,,19248.75,0 %,19248.75,,Taxable,False,
SO-000877,Fulfilled,Paid,ASI UKPO DIAGNOSTIC AND MEDICAL CENTRE,EMEM,"08034630276, 08099661665",emem@asidmc.com,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,NGN,1,,9/29/2017 4:17:35 PM,,,9/29/2017 4:44:16 PM,9/29/2017 4:44:16 PM,4/14/2018 12:56:33 PM,1089466.16,9/29/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,"CREATININE PAP, 8X28 ML  ",EXP DATE:2018/11,1,,57460.79,0 %,57460.79,,Taxable,False,
SO-000877,Fulfilled,Paid,ASI UKPO DIAGNOSTIC AND MEDICAL CENTRE,EMEM,"08034630276, 08099661665",emem@asidmc.com,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,NGN,1,,9/29/2017 4:17:35 PM,,,9/29/2017 4:44:16 PM,9/29/2017 4:44:16 PM,4/14/2018 12:56:33 PM,1089466.16,9/29/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,"URIC ACID MONO SL, 12X20ML",EXP DATE:2018/8,1,,26589.38,0 %,26589.38,,Taxable,False,
SO-000877,Fulfilled,Paid,ASI UKPO DIAGNOSTIC AND MEDICAL CENTRE,EMEM,"08034630276, 08099661665",emem@asidmc.com,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,NGN,1,,9/29/2017 4:17:35 PM,,,9/29/2017 4:44:16 PM,9/29/2017 4:44:16 PM,4/14/2018 12:56:33 PM,1089466.16,9/29/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,"ALP DEA SL, 4 X 25 ML ",EXP DATE: 2019/2,1,,15972.66,0 %,15972.66,,Taxable,False,
SO-000877,Fulfilled,Paid,ASI UKPO DIAGNOSTIC AND MEDICAL CENTRE,EMEM,"08034630276, 08099661665",emem@asidmc.com,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,NGN,1,,9/29/2017 4:17:35 PM,,,9/29/2017 4:44:16 PM,9/29/2017 4:44:16 PM,4/14/2018 12:56:33 PM,1089466.16,9/29/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,ALT/GPT SL 4 X 55 ML ,EXP DATE: 2018/10,1,,18863.13,0 %,18863.13,,Taxable,False,
SO-000877,Fulfilled,Paid,ASI UKPO DIAGNOSTIC AND MEDICAL CENTRE,EMEM,"08034630276, 08099661665",emem@asidmc.com,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,NGN,1,,9/29/2017 4:17:35 PM,,,9/29/2017 4:44:16 PM,9/29/2017 4:44:16 PM,4/14/2018 12:56:33 PM,1089466.16,9/29/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,AST/GOT  4X55 ML ,EXP DATE:2018/8,1,,18661.25,0 %,18661.25,,Taxable,False,
SO-000877,Fulfilled,Paid,ASI UKPO DIAGNOSTIC AND MEDICAL CENTRE,EMEM,"08034630276, 08099661665",emem@asidmc.com,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,NGN,1,,9/29/2017 4:17:35 PM,,,9/29/2017 4:44:16 PM,9/29/2017 4:44:16 PM,4/14/2018 12:56:33 PM,1089466.16,9/29/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,"BILIRUBIN TOTAL 4+1, 2X 125 ML  ",EXP DATE:2018/10,1,,15426.41,0 %,15426.41,,Taxable,False,
SO-000877,Fulfilled,Paid,ASI UKPO DIAGNOSTIC AND MEDICAL CENTRE,EMEM,"08034630276, 08099661665",emem@asidmc.com,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,,Mary Slessor Avenue,(Opposite College of Health Technology),Calabar,Cross River ,NIGERIA,,,NGN,1,,9/29/2017 4:17:35 PM,,,9/29/2017 4:44:16 PM,9/29/2017 4:44:16 PM,4/14/2018 12:56:33 PM,1089466.16,9/29/2017 12:00:00 AM,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,"BILIRUBIN DIRECT 4+1 ,2X 125 ML ",EXP DATE:2018/10,1,packs,11026.25,0 %,11026.25,,Taxable,False,
